"","X12.31.2017","Retail.Dealer","RITE.AID.OF.NEW.YORK..INC.","RITE.AID.STORE..4866","X9514","X63RD.DR","X","REGO.PARK","X11374","X212.791.5795","Queens","X.1","X.73.86273182","X40.7294619"
"5410","03/31/2018","market","SUNRISE HERBS, INC","","6001","8 AVENUE","","BROOKLYN",11220,"","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 4, 5.01 to 10 foot stands: 0",-74.00964152,40.63540038
"5423","03/31/2018","market","MINI PICANTERIA EL GUAYAQUILENO III, INC.","","3317","JUNCTION BLVD","","JACKSON HEIGHTS",11372,"9292963578","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.87339665,40.756348
"5438","03/31/2016","market","JUAN FABIAN","ADRIAN GROCERY","10023","37TH AVE","","CORONA",11368,"","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.86696116,40.7526024
"5440","03/31/2018","market","S.Y. STRAWBERRY FARMS & GROCERY INC.","","2403","WESTCHESTER AVE","","BRONX",10461,"7188639808","Bronx","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.84614932,40.83724326
"5447","03/31/2018","market","FUZHOU SEAFOOD MARKET INC","","4502","8TH AVE","","BROOKLYN",11220,"3474058073","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 3, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.00090085,40.64383001
"5454","03/31/2018","market","FRESH FOOD BAZAR INC.","","7614","WOODSIDE AVE","","ELMHURST",11373,"7185818184","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.88864675,40.74343049
"5458","03/31/2018","market","SUNRISE 86 INC.","","2317","86TH ST","","BROOKLYN",11214,"917-669-8977","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99116298,40.60032748
"5460","03/31/2018","market","DON POLI MEAT MARKET, CORP.","","3143","FULTON ST","","BROOKLYN",11208,"7328017741","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.87883828,40.68176769
"5462","03/31/2018","market","A+ GOURMET DELI INC","","3924","108TH ST","","CORONA",11368,"6468297249","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.859056,40.75126454
"5466","03/31/2018","market","FRIENDS FOREVER GROCERY INC","","310","86TH ST","","BROOKLYN",11209,"718-745-3461","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 1, 5.01 to 10 foot stands: 0",-74.03073492,40.62337449
"5468","03/31/2018","market","ELEVEN 7 FOOD MART, INC.","","560","CONEY ISLAND AVE","","BROOKLYN",11218,"7188713542","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 4, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.97006651,40.64363673
"5470","03/31/2018","market","MADISON GOURMET LTD","MARCHE MADISON","931","MADISON AVE","","NEW YORK",10021,"2127943360","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.96453499,40.77300133
"5476","03/31/2018","market","RUBY'S CANDY & GROCERY INC","","2544","BROADWAY","","ASTORIA",11106,"646-9184037","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.9282031,40.76329823
"5481","03/31/2016","market","GREENBERG, NOEL","","7821","ATLANTIC AVE","","WOODHAVEN",11421,"5169846983","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 4, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.86163087,40.68451776
"5483","03/31/2018","market","NEW GREEN EMPORIUM CORP","","791","8TH AVE","","NEW YORK",10019,"212-459-1924","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 7, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.98695793,40.7611323
"5485","03/31/2018","market","ROYAL SEAFOOD MARKET, INC","","2339","65TH ST","","BROOKLYN",11204,"7186277449","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 3, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.97808013,40.61182094
"5486","03/31/2018","market","WAGAWONGAWITZ, LLC","","284","W 12TH ST","","NEW YORK",10014,"212-255-5900","Manhattan","Product Category: Ice Cream, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.00400903,40.73753637
"5490","03/31/2018","market","NEW GOOD LUCK 99 CENT CORP","","3100","OCEAN PKWY","","BROOKLYN",11235,"7183731344","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 1, 5.01 to 10 foot stands: 0",-73.96863898,40.57586737
"5491","03/31/2018","market","RUMALI BAZAR INC","","7116","37TH AVE","","JACKSON HEIGHTS",11372,"7182556133","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.89439085,40.74868661
"5493","03/31/2018","market","EDIBLE KITCHENS 1, INC.","FRAICHE MAXX","213","PARK AVE S","","NEW YORK",10003,"2125108551","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.98874524,40.73691558
"5499","03/31/2018","market","SHAHJALAL HALAL MARKET & VARIETY INC.","SHAHJALAL HALAL MARKET","367","E 204TH ST","","BRONX",10467,"7184842328","Bronx","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 2, 5.01 to 10 foot stands: 0",-73.87731355,40.87165256
"5505","03/31/2018","market","BRIGHT PHARMACY & MEDICAL SUPPLY INC.","","227","BRIGHTON BEACH AVE","","BROOKLYN",11235,"7186151550","Brooklyn","Product Category: Confectionery, Cigars, Cigarettes, or Tobacco, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.96620158,40.57659405
"5509","03/31/2018","market","25TH ASTORIA BAGEL & PIZZA, INC.","","2508","31ST ST","","ASTORIA",11102,"7182788691","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.91787026,40.77025748
"5512","03/31/2018","market","JILLY'S INC.","","2185","SCHENECTADY AVE","","BROOKLYN",11234,"718-372-7707","Brooklyn","Product Category: Ice Cream, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.92972065,40.61827926
"5518","03/31/2018","market","RUTLAND MEAT & PRODUCE CORP.","ASSOCIATED SUPERMARKET","1036","RUTLAND RD","","BROOKLYN",11212,"718-773-7330","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 4, 5.01 to 10 foot stands: 0",-73.9252865,40.6633733
"5522","03/31/2018","market","NY GRAMBANGLA INC.","","1501","FOSTER AVE","","BROOKLYN",11230,"7182009129","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 5, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.96303795,40.63408832
"5526","03/31/2018","market","JAY AMBAY INC.","PATEL BROTHERS","4292","MAIN ST","","FLUSHING",11355,"7186611112","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 4, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.82705629,40.75275251
"5539","03/31/2018","market","HERRERA, VIRGILIO","","9920","37TH AVE","","CORONA",11368,"7188993942","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.867929,40.75232629
"5544","03/31/2018","market","ELIM TRADING CORP.","","9718","63RD RD","","REGO PARK",11374,"7188978087","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.86039027,40.73114437
"5545","03/31/2018","market","RUFFY PRODUCTOS MEXICANOS CORP","","524B","BROOK AVE","","BRONX",10455,"3472953316","Bronx","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.91515304,40.81457469
"5550","03/31/2018","market","MENDOZA, EMANUEL G","5 DE MAYO DELI","392","PORT RICHMOND AVE","","STATEN ISLAND",10302,"7184485560","Staten Island","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.13752972,40.63240905
"5551","03/31/2018","market","SUNSWEET MARKET INC","","838","6TH AVE","","NEW YORK",10001,"212-564-5544","Manhattan","Product Category: Ice Cream, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.98995619,40.74679679
"5557","03/31/2018","market","FLUSHING NEWS ISLAND INC.","","4002","MAIN ST","","FLUSHING",11354,"7184617751","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.8300855,40.75943774
"5559","03/31/2018","market","BRANSKY, DONALD","FLOWERS BY SUNSHINE","946","1ST AVE","","NEW YORK",10022,"2127559135","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.96516528,40.75522108
"5560","03/31/2018","market","QIANG WANG MARKET INC","","5624","7TH AVE","","BROOKLYN",11220,"9179696098","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.0096024,40.63890822
"5567","03/31/2018","market","ECY MARKET INC","","1788","BROADWAY","","BROOKLYN",11207,"3473076630","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.90946957,40.68233384
"5580","03/31/2018","market","STOP II ORGANIC & GROCERY STORE, CORP.","","585","VANDERBILT AVE","","BROOKLYN",11238,"718-638-9608","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 2, 5.01 to 10 foot stands: 0",-73.96798428,40.68007037
"5583","03/31/2018","market","ANW DELI & FRUIT, LLC","","9908","63RD RD","","REGO PARK",11374,"","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.85647595,40.73258055
"5584","03/31/2018","market","FLOWERS & FRUITS EL JAROCHO INC","","4417","5TH AVE","","BROOKLYN",11220,"347-742-0498","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.00696587,40.64831204
"5592","03/31/2018","market","ASTUDILLO, LUCIO","THE BROTHER DELI & GROCERY STORE","6810","ROOSEVELT AVE","","WOODSIDE",11377,"7184249438","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.89702203,40.74625165
"5601","03/31/2018","market","ZUNIGA, LUIS ENRIQUE & SUQUINAGUA CARMEN CECILIA","AMSTERDAM FRESH STORE","1701","AMSTERDAM AVE","STORE # 4-C","NEW YORK",10031,"","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.94795167,40.82474413
"5609","03/31/2018","market","HENRY'S FLORIST, INC.","","8103","5TH AVE","","BROOKLYN",11209,"718-238-3838","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.02448908,40.6249268
"5610","03/31/2018","market","46 FOOD CORP.","","4560","46TH ST","","WOODSIDE",11377,"7187067802","Queens","Product Category: Ice Cream, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.91894078,40.74201754
"5614","03/31/2018","market","471 SIXTH AVENUE FOOD CORP.","","471","AVENUE OF THE AMERICAS","","NEW YORK",10011,"2126204157","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 2, 5.01 to 10 foot stands: 0",-73.99811643,40.73562608
"5615","03/31/2018","market","BLASHY DELI GROCERY CORP.","","500","W 170TH ST","","NEW YORK",10032,"2125683599","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 1, 5.01 to 10 foot stands: 0",-73.93626527,40.84115439
"5617","03/31/2018","market","UTICA FOOD MARKET, CORP.","","848","UTICA AVE","","BROOKLYN",11203,"718-940-8396","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 5, 5.01 to 10 foot stands: 0",-73.93048101,40.65255114
"5625","03/31/2018","market","BRIGANTINA INC","","443","KINGS HWY","","BROOKLYN",11223,"7189758005","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.97351255,40.60434041
"5626","03/31/2018","market","NAMU GREEN MART INC","","252","3RD AVE","","NEW YORK",10010,"2122289406","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.98428511,40.7372856
"5634","03/31/2018","market","FIVE STAR CONVENIENCE STORE INC.","","6402","ROOSEVELT AVE","","WOODSIDE",11377,"6466915882","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 3, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.89988439,40.74594951
"5646","03/31/2018","market","30TH AVE. DELI INC.","","3702","30TH AVE","","ASTORIA",11103,"7183506629","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.91646217,40.76457485
"5648","03/31/2018","market","GREEN FOREST FOOD CORP","FINE FARE","1136","OGDEN AVE","","BRONX",10452,"","Bronx","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.92743402,40.83635142
"5657","03/31/2018","market","NATURE'S PUREST INC","KINGS MEATS","603","BRIGHTON BEACH AVE","","BROOKLYN",11235,"917-400-8870","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.96130166,40.57764925
"5660","03/31/2018","market","TAN TIN HUNG CORP.","","121","BOWERY","","NEW YORK",10002,"2122748811","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99497485,40.71812267
"5665","03/31/2018","market","LA REINA MORENA DELI & GROCERY, CORP.","","1001","39TH ST","","BROOKLYN",11219,"3477427916","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99253366,40.64440618
"5666","03/31/2018","market","FAST STOP DELI & GROCERY CORP","","898","RICHMOND AVE","","STATEN ISLAND",10303,"7189814306","Staten Island","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 1, 5.01 to 10 foot stands: 0",-74.14857477,40.62542354
"5669","03/31/2018","market","82 MARKET INC.","","4017","82ND ST","","ELMHURST",11373,"3478763104","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.88384411,40.74717507
"5674","03/31/2018","market","SHLOMI GLAT, INC.","","2380","CONEY ISLAND AVE","","BROOKLYN",11223,"7183821981","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.96125682,40.59908888
"5688","03/31/2018","market","H & W DELI GROCERY INC.","","4740","BROADWAY","","NEW YORK",10040,"2125698222","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.92804981,40.86509984
"5695","03/31/2018","market","MAA SHAWDESH GROCERY INC","","80","CHURCH AVE","","BROOKLYN",11218,"347-221-6964","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.98014197,40.64249159
"5698","03/31/2018","market","1709 MARKET CORP.","","1709","AVENUE U","","BROOKLYN",11229,"7186456296","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 3, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.95431411,40.59906711
"5707","03/31/2018","market","SABINA FLORAL DESIGN & EVENTS INC","","1621","JEROME AVE","","BROOKLYN",11235,"7185104464","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.95261924,40.58722811
"5712","03/31/2018","market","REMY, IMMACULA","MAMA'S VARIETY STORE","67B","E 18TH ST","","BROOKLYN",11226,"718-282-7020","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.96310142,40.64962657
"5718","03/31/2018","market","LE BASKET INC.","","683","BROADWAY","","NEW YORK",10012,"2124209772","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 4, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99468547,40.72791321
"5731","03/31/2018","market","EARTH'S BASKET INC.","","599","4TH AVE","","BROOKLYN",11215,"718499817","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 5, 5.01 to 10 foot stands: 0",-73.9934289,40.66486584
"5741","03/31/2018","market","FOOD STORY NATURAL MARKET INC","","40","BOGART ST","","BROOKLYN",11206,"718-381-6800","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 3, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.9331244,40.70474185
"5745","03/31/2018","market","MOHABIR INTERNATIONAL TRADING INC","","21159","JAMAICA AVE","","JAMAICA",11428,"3477593934","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 1, 5.01 to 10 foot stands: 0",-73.74767319,40.71552145
"5759","03/31/2018","market","TAYBA HALAL MEAT & GROCERY INC","","1891","VICTORY BLVD","","STATEN ISLAND",10314,"","Staten Island","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-74.12690734,40.61277403
"5760","03/31/2018","market","AMISH MANHATTAN FARMER'S MARKET, INC.","","731","9TH AVE","","NEW YORK",10019,"2122452360","Manhattan","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 3, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.98916677,40.76320207
"5773","03/31/2018","market","CHOCOLATE DELI & GROCERY, INC.","","8273","BROADWAY","","ELMHURST",11373,"7184468282","Queens","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.88076825,40.74167694
"5774","03/31/2018","market","HOMETOWN FRESH MARKET INC.","","5704","5TH AVE","","BROOKLYN",11220,"7184313887","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 3, 5.01 to 10 foot stands: 0",-74.01450676,40.64108981
"5778","03/31/2018","market","FLORAL HEIGHTS INC","","107","ATLANTIC AVE","","BROOKLYN",11201,"7186652066","Brooklyn","Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99676545,40.69091663
